track_name,release_year,year_distribution
Silence,2017,"{2014: 0.005477308294209703, 2015: 0.002347417840375587, 2016: 0.000782472613458529, 2017: 0.21517996870109546, 2018: 0.5101721439749609, 2019: 0.12050078247261346, 2020: 0.06729264475743349, 2021: 0.032081377151799685, 2022: 0.033646322378716745, 2023: 0.012519561815336464}"
Simple,2019,"{2014: 0.023506988564167726, 2015: 0.02986022871664549, 2016: 0.022236340533672173, 2017: 0.0, 2018: 0.34307496823379924, 2019: 0.2547649301143583, 2020: 0.1645489199491741, 2021: 0.036848792884371026, 2022: 0.09212198221092757, 2023: 0.03303684879288437}"
Sit Next to Me,2017,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0009737098344693282, 2018: 0.5511197663096398, 2019: 0.08568646543330087, 2020: 0.09152872444011685, 2021: 0.11100292112950341, 2022: 0.08373904576436222, 2023: 0.0759493670886076}"
Skate,2021,"{2014: 0.018298261665141813, 2015: 0.0027447392497712718, 2016: 0.011893870082342177, 2017: 0.006404391582799634, 2018: 0.010064043915827997, 2019: 0.020128087831655993, 2020: 0.020128087831655993, 2021: 0.008234217749313814, 2022: 0.656907593778591, 2023: 0.24519670631290028}"
Sky Walker feat Travis Scott,2017,"{2014: 0.0417036379769299, 2015: 0.19787045252883761, 2016: 0.05767524401064774, 2017: 0.19875776397515527, 2018: 0.3070097604259095, 2019: 0.07275953859804792, 2020: 0.0417036379769299, 2021: 0.03194321206743567, 2022: 0.030168589174800354, 2023: 0.02040816326530612}"
Slide Away,2019,"{2014: 0.09888059701492537, 2015: 0.06902985074626866, 2016: 0.0457089552238806, 2017: 0.0018656716417910447, 2018: 0.0, 2019: 0.2294776119402985, 2020: 0.292910447761194, 2021: 0.1166044776119403, 2022: 0.07835820895522388, 2023: 0.06716417910447761}"
Slide feat Frank Ocean  Migos,2017,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.5099337748344371, 2018: 0.271523178807947, 2019: 0.08278145695364239, 2020: 0.046357615894039736, 2021: 0.029801324503311258, 2022: 0.0347682119205298, 2023: 0.024834437086092714}"
Slow Hands,2017,"{2014: 0.0005694760820045558, 2015: 0.0, 2016: 0.0, 2017: 0.07972665148063782, 2018: 0.3564920273348519, 2019: 0.15660592255125286, 2020: 0.13952164009111617, 2021: 0.11958997722095673, 2022: 0.08086560364464693, 2023: 0.06662870159453303}"
Snooze,2022,"{2014: 0.03837471783295711, 2015: 0.04740406320541761, 2016: 0.01805869074492099, 2017: 0.02708803611738149, 2018: 0.03160270880361174, 2019: 0.0, 2020: 0.028216704288939052, 2021: 0.0, 2022: 0.030474040632054177, 2023: 0.7787810383747178}"
So Am I,2020,"{2014: 0.010443864229765013, 2015: 0.010443864229765013, 2016: 0.008703220191470844, 2017: 0.0, 2018: 0.0, 2019: 0.5126196692776327, 2020: 0.206266318537859, 2021: 0.12532637075718014, 2022: 0.08093994778067885, 2023: 0.04525674499564839}"
Solar Power,2021,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.6814159292035398, 2022: 0.17404129793510326, 2023: 0.14454277286135694}"
Solo feat Demi Lovato,2018,"{2014: 0.0053404539385847796, 2015: 0.01335113484646195, 2016: 0.0, 2017: 0.0, 2018: 0.6128170894526035, 2019: 0.20026702269692923, 2020: 0.06408544726301736, 2021: 0.044058744993324434, 2022: 0.037383177570093455, 2023: 0.022696929238985315}"
Soltera Remix,2019,"{2014: 0.06290672451193059, 2015: 0.06941431670281996, 2016: 0.08459869848156182, 2017: 0.0, 2018: 0.0, 2019: 0.5065075921908894, 2020: 0.1301518438177874, 2021: 0.06724511930585683, 2022: 0.049891540130151846, 2023: 0.02928416485900217}"
Someone You Loved,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0014563106796116505, 2019: 0.3233009708737864, 2020: 0.4223300970873786, 2021: 0.13398058252427184, 2022: 0.07572815533980583, 2023: 0.04320388349514563}"
Something Just Like This,2017,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.019883040935672516, 2018: 0.2584795321637427, 2019: 0.12943469785575049, 2020: 0.16296296296296298, 2021: 0.15321637426900586, 2022: 0.1567251461988304, 2023: 0.11929824561403508}"
Sorry Not Sorry,2017,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.02471315092674316, 2018: 0.3327449249779347, 2019: 0.20211827007943514, 2020: 0.15489849955869373, 2021: 0.1204766107678729, 2022: 0.08781994704324801, 2023: 0.07722859664607237}"
SOS feat Aloe Blacc,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0030959752321981426, 2019: 0.7523219814241486, 2020: 0.11764705882352941, 2021: 0.05572755417956656, 2022: 0.03715170278637771, 2023: 0.034055727554179564}"
Speed Drive From Barbie The Album,2023,"{2014: 0.011194029850746268, 2015: 0.011194029850746268, 2016: 0.011194029850746268, 2017: 0.007462686567164179, 2018: 0.0, 2019: 0.0, 2020: 0.007462686567164179, 2021: 0.007462686567164179, 2022: 0.0037313432835820895, 2023: 0.9402985074626866}"
Spotlight,2018,"{2014: 0.0006635700066357001, 2015: 0.0006635700066357001, 2016: 0.0013271400132714001, 2017: 0.0, 2018: 0.32050431320504313, 2019: 0.25613802256138024, 2020: 0.21035169210351692, 2021: 0.11280690112806901, 2022: 0.06569343065693431, 2023: 0.03185136031851361}"
Stay,2017,"{2014: 0.0024410089503661514, 2015: 0.0, 2016: 0.0, 2017: 0.4816924328722539, 2018: 0.3124491456468674, 2019: 0.10577705451586655, 2020: 0.06672091131000814, 2021: 0.02115541090317331, 2022: 0.009764035801464606, 2023: 0.0}"
STAY with Justin Bieber,2021,"{2014: 0.0018315018315018315, 2015: 0.0018315018315018315, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.005494505494505495, 2021: 0.6190476190476191, 2022: 0.24725274725274726, 2023: 0.12454212454212454}"
Stick Season,2022,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0013245033112582781, 2019: 0.0013245033112582781, 2020: 0.0, 2021: 0.003973509933774834, 2022: 0.37218543046357616, 2023: 0.6211920529801325}"
Stir Fry,2018,"{2014: 0.020100502512562814, 2015: 0.01507537688442211, 2016: 0.0, 2017: 0.005025125628140704, 2018: 0.7705192629815746, 2019: 0.07370184254606366, 2020: 0.03015075376884422, 2021: 0.020100502512562814, 2022: 0.04690117252931323, 2023: 0.018425460636515914}"
Strangers,2023,"{2014: 0.03314917127071823, 2015: 0.09944751381215469, 2016: 0.0, 2017: 0.022099447513812154, 2018: 0.024861878453038673, 2019: 0.06629834254143646, 2020: 0.027624309392265192, 2021: 0.022099447513812154, 2022: 0.03038674033149171, 2023: 0.6740331491712708}"
Streets,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.025157232704402517, 2021: 0.6698113207547169, 2022: 0.22169811320754718, 2023: 0.08333333333333333}"
Strong Enough feat Bailey Zimmerman,2023,"{2014: 0.08083832335329341, 2015: 0.04790419161676647, 2016: 0.038922155688622756, 2017: 0.03592814371257485, 2018: 0.03293413173652695, 2019: 0.029940119760479042, 2020: 0.038922155688622756, 2021: 0.03293413173652695, 2022: 0.038922155688622756, 2023: 0.6227544910179641}"
Stuck with U with Justin Bieber,2020,"{2014: 0.008532423208191127, 2015: 0.006825938566552901, 2016: 0.008532423208191127, 2017: 0.0, 2018: 0.0017064846416382253, 2019: 0.0017064846416382253, 2020: 0.17235494880546076, 2021: 0.15358361774744028, 2022: 0.39590443686006827, 2023: 0.2508532423208191}"
Sucker,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.3724279835390947, 2020: 0.28463648834019206, 2021: 0.14266117969821673, 2022: 0.12551440329218108, 2023: 0.0747599451303155}"
Suge,2019,"{2014: 0.07278165503489531, 2015: 0.12462612163509472, 2016: 0.08524426719840479, 2017: 0.0009970089730807576, 2018: 0.0004985044865403788, 2019: 0.0004985044865403788, 2020: 0.30957128614157525, 2021: 0.23629112662013957, 2022: 0.12562313060817548, 2023: 0.04386839481555334}"
Summer of Love Shawn Mendes  Tainy,2021,"{2014: 0.0050150451354062184, 2015: 0.0050150451354062184, 2016: 0.0020060180541624875, 2017: 0.0020060180541624875, 2018: 0.0, 2019: 0.004012036108324975, 2020: 0.0020060180541624875, 2021: 0.3119358074222668, 2022: 0.4583751253761284, 2023: 0.20962888665997995}"
Sunday Best,2019,"{2014: 0.04727793696275072, 2015: 0.03151862464183381, 2016: 0.014326647564469915, 2017: 0.0, 2018: 0.0, 2019: 0.022922636103151862, 2020: 0.6561604584527221, 2021: 0.12464183381088825, 2022: 0.06017191977077364, 2023: 0.04297994269340974}"
Sunflower - Spider-Man Into the Spider-Verse,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.053125, 2019: 0.495625, 2020: 0.195, 2021: 0.110625, 2022: 0.0875, 2023: 0.058125}"
Supalonely feat Gus Dapperton,2020,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.8042763157894737, 2021: 0.11842105263157894, 2022: 0.05098684210526316, 2023: 0.02631578947368421}"
Swalla feat Nicki Minaj  Ty Dolla ign,2017,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.5992217898832685, 2018: 0.18385214007782102, 2019: 0.10700389105058365, 2020: 0.05252918287937743, 2021: 0.024319066147859923, 2022: 0.02237354085603113, 2023: 0.010700389105058366}"
Swang,2016,"{2014: 0.02385008517887564, 2015: 0.022998296422487224, 2016: 0.07410562180579217, 2017: 0.5068143100511073, 2018: 0.12095400340715502, 2019: 0.07836456558773425, 2020: 0.054514480408858604, 2021: 0.048551959114139696, 2022: 0.046848381601362864, 2023: 0.022998296422487224}"
Sweater Weather,2013,"{2014: 0.17792859250516377, 2015: 0.0944231336677486, 2016: 0.06845677190911774, 2017: 0.0820300973738566, 2018: 0.07878430215402774, 2019: 0.0717025671289466, 2020: 0.11861906167010917, 2021: 0.11360283269401003, 2022: 0.12776630274417233, 2023: 0.06668633815284744}"
Sweet but Psycho,2020,"{2014: 0.0, 2015: 0.0, 2016: 0.0008628127696289905, 2017: 0.0, 2018: 0.07679033649698015, 2019: 0.6091458153580673, 2020: 0.13201035375323555, 2021: 0.07937877480586712, 2022: 0.059534081104400345, 2023: 0.04227782571182054}"
Swervin feat 6ix9ine,2018,"{2014: 0.05456171735241502, 2015: 0.046511627906976744, 2016: 0.044722719141323794, 2017: 0.0, 2018: 0.007155635062611807, 2019: 0.5554561717352415, 2020: 0.13774597495527727, 2021: 0.08497316636851521, 2022: 0.04203935599284436, 2023: 0.026833631484794274}"
Symphony feat Zara Larsson,2018,"{2014: 0.007994670219853431, 2015: 0.007994670219853431, 2016: 0.006662225183211193, 2017: 0.38840772818121255, 2018: 0.26449033977348435, 2019: 0.12724850099933377, 2020: 0.06728847435043304, 2021: 0.05263157894736842, 2022: 0.051299133910726186, 2023: 0.02598267821452365}"
t r a n s p a r e n t s o u l feat Travis Barker,2021,"{2014: 0.003289473684210526, 2015: 0.003289473684210526, 2016: 0.0, 2017: 0.003289473684210526, 2018: 0.0, 2019: 0.003289473684210526, 2020: 0.0, 2021: 0.8421052631578947, 2022: 0.1118421052631579, 2023: 0.03289473684210526}"
Taki Taki feat Selena Gomez Ozuna  Cardi B,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.2591549295774648, 2019: 0.45492957746478874, 2020: 0.1267605633802817, 2021: 0.06901408450704226, 2022: 0.057746478873239436, 2023: 0.0323943661971831}"
Taki Taki with Selena Gomez Ozuna  Cardi B,2018,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.2591549295774648, 2019: 0.45492957746478874, 2020: 0.1267605633802817, 2021: 0.06901408450704226, 2022: 0.057746478873239436, 2023: 0.0323943661971831}"
Talk feat Disclosure,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.5586334256694367, 2020: 0.24284395198522624, 2021: 0.06740535549399815, 2022: 0.10064635272391505, 2023: 0.030470914127423823}"
Tarot,2022,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.002136752136752137, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.0, 2022: 0.8504273504273504, 2023: 0.14743589743589744}"
Taste feat Offset,2018,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.3775, 2019: 0.38, 2020: 0.1225, 2021: 0.0675, 2022: 0.0375, 2023: 0.015}"
Te Bot - Remix,2018,"{2014: 0.0056657223796034, 2015: 0.004721435316336166, 2016: 0.004721435316336166, 2017: 0.0, 2018: 0.0009442870632672333, 2019: 0.2469310670443815, 2020: 0.28234183191690276, 2021: 0.2219074598677998, 2022: 0.14730878186968838, 2023: 0.08545797922568461}"
telepata,2020,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.5472350230414746, 2022: 0.27534562211981567, 2023: 0.1774193548387097}"
Tequila,2018,"{2014: 0.036947304663840094, 2015: 0.021804966686856452, 2016: 0.013325257419745608, 2017: 0.0, 2018: 0.35735917625681407, 2019: 0.32404603270745, 2020: 0.11387038158691702, 2021: 0.06420351302241066, 2022: 0.04239854633555421, 2023: 0.02604482132041187}"
test drive,2021,"{2014: 0.029304029304029304, 2015: 0.026862026862026864, 2016: 0.01098901098901099, 2017: 0.0, 2018: 0.003663003663003663, 2019: 0.004884004884004884, 2020: 0.003663003663003663, 2021: 0.6153846153846154, 2022: 0.25274725274725274, 2023: 0.052503052503052504}"
thank u next,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.2607843137254902, 2019: 0.2980392156862745, 2020: 0.16666666666666666, 2021: 0.11960784313725491, 2022: 0.09019607843137255, 2023: 0.06470588235294118}"
Thats What I Like,2016,"{2014: 0.0, 2015: 0.0, 2016: 0.002466091245376079, 2017: 0.6683107274969173, 2018: 0.12083847102342787, 2019: 0.05795314426633785, 2020: 0.03945745992601726, 2021: 0.030826140567200986, 2022: 0.040690505548705305, 2023: 0.03945745992601726}"
THATS WHAT I WANT,2021,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0010235414534288639, 2020: 0.0, 2021: 0.15455475946775846, 2022: 0.676560900716479, 2023: 0.16786079836233367}"
The Box,2019,"{2014: 0.05504587155963303, 2015: 0.05897771952817824, 2016: 0.04193971166448231, 2017: 0.0, 2018: 0.0, 2019: 0.00655307994757536, 2020: 0.653997378768021, 2021: 0.08781127129750983, 2022: 0.05504587155963303, 2023: 0.04062909567496723}"
The Business,2020,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.019120458891013385, 2021: 0.7428298279158699, 2022: 0.15009560229445507, 2023: 0.08795411089866156}"
The Greatest Show,2017,"{2014: 0.0, 2015: 0.000543773790103317, 2016: 0.0, 2017: 0.0, 2018: 0.4497009244154432, 2019: 0.25122349102773245, 2020: 0.11963023382272975, 2021: 0.07884719956498097, 2022: 0.06199021207177814, 2023: 0.03806416530723219}"
The London feat J Cole  Travis Scott,2019,"{2014: 0.04846938775510204, 2015: 0.04931972789115646, 2016: 0.04251700680272109, 2017: 0.0, 2018: 0.0, 2019: 0.4872448979591837, 2020: 0.20238095238095238, 2021: 0.070578231292517, 2022: 0.07908163265306123, 2023: 0.02040816326530612}"
The Middle,2018,"{2014: 0.0, 2015: 0.0, 2016: 0.00424929178470255, 2017: 0.0, 2018: 0.6813031161473088, 2019: 0.17988668555240794, 2020: 0.059490084985835696, 2021: 0.026912181303116147, 2022: 0.032577903682719546, 2023: 0.015580736543909348}"
The Motto,2021,"{2014: 0.0010050251256281408, 2015: 0.0020100502512562816, 2016: 0.0020100502512562816, 2017: 0.0010050251256281408, 2018: 0.0010050251256281408, 2019: 0.003015075376884422, 2020: 0.0, 2021: 0.062311557788944726, 2022: 0.6914572864321608, 2023: 0.23618090452261306}"
THE SCOTTS,2020,"{2014: 0.028528528528528527, 2015: 0.025525525525525526, 2016: 0.01951951951951952, 2017: 0.0, 2018: 0.0015015015015015015, 2019: 0.0, 2020: 0.539039039039039, 2021: 0.1816816816816817, 2022: 0.12162162162162163, 2023: 0.08258258258258258}"
Therefore I Am,2020,"{2014: 0.0, 2015: 0.0010230179028132991, 2016: 0.0020460358056265983, 2017: 0.001534526854219949, 2018: 0.0010230179028132991, 2019: 0.001534526854219949, 2020: 0.0020460358056265983, 2021: 0.13248081841432224, 2022: 0.5462915601023018, 2023: 0.31202046035805625}"
Theres Nothing Holdin Me Back,2017,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.2466977466977467, 2019: 0.07342657342657342, 2020: 0.08585858585858586, 2021: 0.15384615384615385, 2022: 0.27195027195027194, 2023: 0.16822066822066822}"
These Days feat Jess Glynne Macklemore  Dan Caplen,2018,"{2014: 0.04667721518987342, 2015: 0.043512658227848104, 2016: 0.03955696202531646, 2017: 0.0, 2018: 0.4612341772151899, 2019: 0.17800632911392406, 2020: 0.09889240506329114, 2021: 0.060126582278481014, 2022: 0.04667721518987342, 2023: 0.02531645569620253}"
This Feeling,2018,"{2014: 0.018886679920477135, 2015: 0.02186878727634195, 2016: 0.02485089463220676, 2017: 0.0, 2018: 0.05666003976143141, 2019: 0.536779324055666, 2020: 0.15805168986083498, 2021: 0.0805168986083499, 2022: 0.073558648111332, 2023: 0.02882703777335984}"
This Is America,2018,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.3983402489626556, 2019: 0.237551867219917, 2020: 0.17738589211618258, 2021: 0.06950207468879668, 2022: 0.06535269709543569, 2023: 0.05186721991701245}"
Thunder,2017,"{2014: 0.002730748225013654, 2015: 0.006553795740032769, 2016: 0.004369197160021846, 2017: 0.2621518296013108, 2018: 0.2823593664664118, 2019: 0.14309120699071545, 2020: 0.09175314036045877, 2021: 0.06990715456034953, 2022: 0.0726379027853632, 2023: 0.06444565811032223}"
Tit Me Pregunt,2022,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.0, 2022: 0.7047619047619048, 2023: 0.29523809523809524}"
Todo De Ti,2021,"{2014: 0.05070993914807302, 2015: 0.0486815415821501, 2016: 0.04056795131845842, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.5821501014198783, 2022: 0.2028397565922921, 2023: 0.07505070993914807}"
Too Good At Goodbyes,2017,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.3831417624521073, 2018: 0.2988505747126437, 2019: 0.11749680715197956, 2020: 0.08173690932311622, 2021: 0.04342273307790549, 2022: 0.04725415070242656, 2023: 0.0280970625798212}"
Toosie Slide,2020,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.734251968503937, 2021: 0.1377952755905512, 2022: 0.07283464566929133, 2023: 0.05511811023622047}"
traitor,2021,"{2014: 0.08047585724282715, 2015: 0.08047585724282715, 2016: 0.08747375787263821, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.3694891532540238, 2022: 0.2638208537438768, 2023: 0.11826452064380685}"
Trip,2018,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.2717041800643087, 2019: 0.47266881028938906, 2020: 0.1045016077170418, 2021: 0.04019292604501608, 2022: 0.06752411575562701, 2023: 0.04340836012861737}"
Truth Hurts,2019,"{2014: 0.07877664504170528, 2015: 0.08341056533827618, 2016: 0.06580166821130677, 2017: 0.0, 2018: 0.0006178560395427865, 2019: 0.00030892801977139327, 2020: 0.13932653691689836, 2021: 0.2598084646277417, 2022: 0.25362990423231385, 2023: 0.11831943157244362}"
Tunnel Vision,2017,"{2014: 0.001564945226917058, 2015: 0.0010432968179447052, 2016: 0.0, 2017: 0.019300991131977047, 2018: 0.40897235263432447, 2019: 0.24308815858111632, 2020: 0.13823682837767345, 2021: 0.05529473135106938, 2022: 0.06259780907668232, 2023: 0.06990088680229525}"
Tusa,2019,"{2014: 0.032520325203252036, 2015: 0.0508130081300813, 2016: 0.034552845528455285, 2017: 0.0, 2018: 0.0, 2019: 0.054878048780487805, 2020: 0.6910569105691057, 2021: 0.06504065040650407, 2022: 0.044715447154471545, 2023: 0.026422764227642278}"
Una Noche en Medelln,2022,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0013986013986013986, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.0, 2022: 0.7454545454545455, 2023: 0.25314685314685315}"
Unforgettable,2017,"{2014: 0.010517090271691499, 2015: 0.010517090271691499, 2016: 0.008764241893076249, 2017: 0.4548641542506573, 2018: 0.2331288343558282, 2019: 0.10254163014899212, 2020: 0.04557405784399649, 2021: 0.03418054338299737, 2022: 0.058720420683610865, 2023: 0.04119193689745837}"
UNHEALTHY feat Shania Twain,2023,"{2014: 0.009302325581395349, 2015: 0.004651162790697674, 2016: 0.004651162790697674, 2017: 0.002325581395348837, 2018: 0.004651162790697674, 2019: 0.002325581395348837, 2020: 0.013953488372093023, 2021: 0.004651162790697674, 2022: 0.004651162790697674, 2023: 0.9488372093023256}"
Until I Found You,2021,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.0, 2022: 0.32657004830917874, 2023: 0.6734299516908212}"
Up,2021,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.5696, 2022: 0.3216, 2023: 0.1088}"
Vaina Loca,2018,"{2014: 0.06264236902050115, 2015: 0.04669703872437358, 2016: 0.022779043280182234, 2017: 0.0, 2018: 0.28018223234624146, 2019: 0.28929384965831434, 2020: 0.10592255125284739, 2021: 0.09453302961275627, 2022: 0.0489749430523918, 2023: 0.0489749430523918}"
vampire,2023,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.0, 2022: 0.0, 2023: 1.0}"
Vertigo,2023,"{2014: 0.022922636103151862, 2015: 0.10028653295128939, 2016: 0.0659025787965616, 2017: 0.03151862464183381, 2018: 0.014326647564469915, 2019: 0.022922636103151862, 2020: 0.04871060171919771, 2021: 0.054441260744985676, 2022: 0.04297994269340974, 2023: 0.5959885386819485}"
Walk It Talk It,2018,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.649079754601227, 2019: 0.18159509202453988, 2020: 0.07484662576687116, 2021: 0.04294478527607362, 2022: 0.033128834355828224, 2023: 0.018404907975460124}"
WAP feat Megan Thee Stallion,2020,"{2014: 0.20921985815602837, 2015: 0.17139479905437352, 2016: 0.10756501182033097, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.23049645390070922, 2021: 0.16430260047281323, 2022: 0.07328605200945626, 2023: 0.04373522458628842}"
Water,2023,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.0, 2022: 0.0, 2023: 1.0}"
Watermelon Sugar,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.011648745519713262, 2020: 0.4596774193548387, 2021: 0.3163082437275986, 2022: 0.14068100358422939, 2023: 0.07168458781362007}"
we fell in love in october,2018,"{2014: 0.0010330578512396695, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.07851239669421488, 2020: 0.2128099173553719, 2021: 0.21384297520661158, 2022: 0.2799586776859504, 2023: 0.21384297520661158}"
WE SEE YOU,2023,"{2014: 0.0481283422459893, 2015: 0.25133689839572193, 2016: 0.0, 2017: 0.1319073083778966, 2018: 0.06951871657754011, 2019: 0.0873440285204991, 2020: 0.0962566844919786, 2021: 0.07130124777183601, 2022: 0.024955436720142603, 2023: 0.2192513368983957}"
Were Good,2021,"{2014: 0.00903225806451613, 2015: 0.027096774193548386, 2016: 0.03354838709677419, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0012903225806451613, 2021: 0.6129032258064516, 2022: 0.22580645161290322, 2023: 0.09032258064516129}"
What About Us,2017,"{2014: 0.020060180541624874, 2015: 0.013039117352056168, 2016: 0.010030090270812437, 2017: 0.35807422266800404, 2018: 0.2708124373119358, 2019: 0.11835506519558676, 2020: 0.0802407221664995, 2021: 0.044132397191574725, 2022: 0.04613841524573721, 2023: 0.03911735205616851}"
What Was,2023,"{2014: 0.07232704402515723, 2015: 0.009433962264150943, 2016: 0.050314465408805034, 2017: 0.015723270440251572, 2018: 0.05345911949685535, 2019: 0.015723270440251572, 2020: 0.03773584905660377, 2021: 0.015723270440251572, 2022: 0.0, 2023: 0.7295597484276729}"
What Was I Made For,2023,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.0, 2021: 0.0, 2022: 0.0, 2023: 1.0}"
What You Know Bout Love,2021,"{2014: 0.020432692307692308, 2015: 0.014423076923076924, 2016: 0.008413461538461538, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.32572115384615385, 2021: 0.43509615384615385, 2022: 0.125, 2023: 0.07091346153846154}"
Whatever It Takes,2017,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.00959079283887468, 2018: 0.4092071611253197, 2019: 0.19053708439897699, 2020: 0.1272378516624041, 2021: 0.10613810741687979, 2022: 0.08439897698209718, 2023: 0.07289002557544758}"
Whats Next,2021,"{2014: 0.01901469317199654, 2015: 0.01728608470181504, 2016: 0.013828867761452032, 2017: 0.001728608470181504, 2018: 0.000864304235090752, 2019: 0.0, 2020: 0.0, 2021: 0.445980985306828, 2022: 0.35782195332757133, 2023: 0.14347450302506481}"
when the partys over,2019,"{2014: 0.0, 2015: 0.0, 2016: 0.0, 2017: 0.0, 2018: 0.0, 2019: 0.06391184573002755, 2020: 0.3790633608815427, 2021: 0.11680440771349862, 2022: 0.2528925619834711, 2023: 0.18732782369146006}"
When We Were Young The Logical Song,2023,"{2014: 0.02127659574468085, 2015: 0.0851063829787234, 2016: 0.04964539007092199, 2017: 0.0, 2018: 0.028368794326241134, 2019: 0.03546099290780142, 2020: 0.03546099290780142, 2021: 0.014184397163120567, 2022: 0.014184397163120567, 2023: 0.7163120567375887}"
Where Are You Now,2021,"{2014: 0.0, 2015: 0.0011217049915872126, 2016: 0.0, 2017: 0.0, 2018: 0.0005608524957936063, 2019: 0.0005608524957936063, 2020: 0.0005608524957936063, 2021: 0.17106001121704992, 2022: 0.4806505888951206, 2023: 0.34548513740886144}"
Whoopty,2020,"{2014: 0.010775862068965518, 2015: 0.009698275862068966, 2016: 0.007543103448275862, 2017: 0.0, 2018: 0.0, 2019: 0.0, 2020: 0.17349137931034483, 2021: 0.5387931034482759, 2022: 0.17025862068965517, 2023: 0.0894396551724138}"
